distance,hour,day,base_price,is_peak_hour,is_weekend,surge_level,cab_type,provider,trip_type,final_price
27.04,20,4,5.0,1,0,2,Economy,cab2,long,42.55
11.85,13,3,5.0,0,0,1,BlackSUV,cab1,long,33.85
20.16,21,5,5.0,0,1,1,Quickest,cab2,long,30.87
4.97,20,4,5.0,1,0,3,Economy,cab2,medium,15.87
23.88,8,1,5.0,1,0,2,WaitAndSave,cab1,long,37.73
6.63,8,4,5.0,1,0,2,WaitAndSave,cab2,medium,11.24
11.49,20,2,5.0,1,0,2,WaitAndSave,cab1,long,18.93
19.66,3,3,5.0,0,0,1,Economy,cab2,long,23.8
27.55,12,0,5.0,0,0,1,Quickest,cab2,long,41.65
10.42,9,3,5.0,1,0,2,WaitAndSave,cab1,long,15.89
10.31,21,1,5.0,0,0,1,WaitAndSave,cab2,long,11.35
12.36,14,3,5.0,0,0,1,BlackSUV,cab1,long,33.43
11.34,11,6,5.0,0,1,1,WaitAndSave,cab2,long,12.08
14.17,22,6,5.0,0,1,1,Economy,cab1,long,18.33
29.12,5,1,5.0,0,0,1,BlackSUV,cab1,long,66.82
18.4,23,2,5.0,0,0,1,Economy,cab2,long,22.01
16.31,21,3,5.0,0,0,1,Minivan,cab2,long,32.26
3.23,18,0,5.0,1,0,3,Minivan,cab1,medium,14.42
27.14,2,6,5.0,0,1,1,Minivan,cab1,long,49.26
5.94,22,1,5.0,0,0,1,Minivan,cab2,medium,17.33
18.79,7,5,5.0,1,1,2,Minivan,cab2,long,49.35
3.91,22,5,5.0,0,1,1,Minivan,cab2,medium,13.58
29.61,15,0,5.0,0,0,1,Economy,cab2,long,34.58
17.08,4,0,5.0,0,0,1,Minivan,cab1,long,34.7
14.82,17,3,5.0,1,0,2,BlackSUV,cab1,long,48.73
5.16,15,4,5.0,0,0,1,BlackSUV,cab1,medium,20.41
15.86,16,2,5.0,0,0,1,Minivan,cab2,long,31.48
28.46,7,3,5.0,1,0,3,Economy,cab1,long,40.85
26.71,3,3,5.0,0,0,1,BlackSUV,cab1,long,61.03
10.73,13,1,5.0,0,0,1,WaitAndSave,cab2,long,11.74
21.34,18,5,5.0,1,1,3,WaitAndSave,cab2,long,26.29
1.69,12,0,5.0,0,0,1,Minivan,cab2,short,11.02
2.51,7,2,5.0,1,0,2,Minivan,cab2,short,17.58
25.78,14,0,5.0,0,0,1,Minivan,cab1,long,47.0
16.67,7,3,5.0,1,0,2,Quickest,cab2,long,30.83
4.75,13,0,5.0,0,0,1,BlackSUV,cab2,medium,19.65
20.81,18,5,5.0,1,1,3,Economy,cab2,long,31.07
26.56,9,4,5.0,1,0,3,Minivan,cab2,long,57.84
14.02,20,1,5.0,1,0,2,WaitAndSave,cab1,long,21.34
20.8,17,4,5.0,1,0,3,Quickest,cab1,long,39.85
3.97,2,0,5.0,0,0,1,WaitAndSave,cab2,medium,6.98
10.81,14,1,5.0,0,0,1,Economy,cab1,long,15.05
8.96,13,2,5.0,0,0,1,Minivan,cab2,medium,22.59
22.66,7,6,5.0,1,1,3,BlackSUV,cab2,long,78.12
13.6,19,5,5.0,1,1,2,WaitAndSave,cab1,long,18.95
13.68,9,2,5.0,1,0,2,Minivan,cab1,long,37.36
28.61,4,3,5.0,0,0,1,Economy,cab2,long,33.6
25.97,12,1,5.0,0,0,1,Economy,cab2,long,29.54
25.37,3,2,5.0,0,0,1,WaitAndSave,cab2,long,23.75
15.03,4,1,5.0,0,0,1,Economy,cab1,long,18.47
29.04,2,0,5.0,0,0,1,Quickest,cab1,long,42.96
28.68,3,3,5.0,0,0,1,WaitAndSave,cab1,long,25.11
21.65,11,6,5.0,0,1,1,BlackSUV,cab1,long,51.27
29.05,3,6,5.0,0,1,1,BlackSUV,cab1,long,64.0
27.67,4,6,5.0,0,1,1,WaitAndSave,cab1,long,24.93
22.48,13,2,5.0,0,0,1,WaitAndSave,cab1,long,20.7
21.98,8,1,5.0,1,0,3,Economy,cab2,long,35.69
22.64,7,4,5.0,1,0,3,BlackSUV,cab2,long,85.33
18.66,13,2,5.0,0,0,1,WaitAndSave,cab1,long,18.43
29.75,21,5,5.0,0,1,1,Economy,cab1,long,34.73
27.23,16,4,5.0,0,0,1,Quickest,cab1,long,40.31
17.89,19,4,5.0,1,0,2,Minivan,cab1,long,51.08
2.72,14,0,5.0,0,0,1,WaitAndSave,cab2,short,6.33
2.46,12,2,5.0,0,0,1,WaitAndSave,cab1,short,5.66
16.16,0,3,5.0,0,0,1,Minivan,cab1,long,31.2
22.57,10,3,5.0,1,0,2,Economy,cab2,long,32.14
28.5,3,5,5.0,0,1,1,BlackSUV,cab1,long,64.35
10.67,16,2,5.0,0,0,1,Economy,cab1,long,15.05
18.27,17,6,5.0,1,1,2,Quickest,cab2,long,37.07
28.09,2,5,5.0,0,1,1,Quickest,cab2,long,40.57
27.18,1,3,5.0,0,0,1,BlackSUV,cab1,long,62.0
9.74,19,1,5.0,1,0,3,Economy,cab1,medium,18.6
25.66,14,2,5.0,0,0,1,Quickest,cab1,long,37.11
5.2,1,5,5.0,0,1,1,Minivan,cab2,medium,15.78
11.52,8,5,5.0,1,1,2,BlackSUV,cab1,long,37.78
1.92,18,4,5.0,1,0,2,BlackSUV,cab1,short,18.66
23.34,16,3,5.0,0,0,1,Quickest,cab1,long,34.76
24.76,11,2,5.0,0,0,1,Quickest,cab1,long,36.91
1.16,16,0,5.0,0,0,1,Economy,cab2,short,5.93
21.75,8,5,5.0,1,1,3,Economy,cab2,long,32.83
4.33,4,0,5.0,0,0,1,Economy,cab1,medium,8.83
14.79,17,0,5.0,1,0,2,Quickest,cab2,long,32.49
3.69,12,4,5.0,0,0,1,Quickest,cab2,medium,10.97
28.55,11,3,5.0,0,0,1,Economy,cab2,long,32.98
5.7,23,6,5.0,0,1,1,Quickest,cab1,medium,13.64
3.05,19,0,5.0,1,0,2,WaitAndSave,cab2,medium,8.42
13.58,12,0,5.0,0,0,1,Quickest,cab1,long,22.51
21.89,18,6,5.0,1,1,2,BlackSUV,cab2,long,88.13
2.28,2,3,5.0,0,0,1,WaitAndSave,cab1,short,5.74
4.67,12,2,5.0,0,0,1,Minivan,cab2,medium,15.38
5.72,22,5,5.0,0,1,1,Quickest,cab2,medium,13.45
10.85,11,5,5.0,0,1,1,Minivan,cab1,long,24.7
26.14,12,2,5.0,0,0,1,BlackSUV,cab1,long,61.2
29.25,9,0,5.0,1,0,3,Economy,cab1,long,53.4
4.23,23,5,5.0,0,1,1,WaitAndSave,cab2,medium,6.93
6.19,19,5,5.0,1,1,2,Economy,cab2,medium,18.36
26.84,0,0,5.0,0,0,1,BlackSUV,cab2,long,62.55
15.11,13,0,5.0,0,0,1,Minivan,cab1,long,31.93
9.47,2,3,5.0,0,0,1,BlackSUV,cab2,medium,29.0
26.07,4,4,5.0,0,0,1,Quickest,cab1,long,38.27
4.65,3,2,5.0,0,0,1,Economy,cab2,medium,9.82
14.06,16,6,5.0,0,1,1,Economy,cab1,long,19.15
3.13,22,4,5.0,0,0,1,Quickest,cab2,medium,10.42
18.99,16,0,5.0,0,0,1,Minivan,cab2,long,36.57
25.97,22,1,5.0,0,0,1,Economy,cab2,long,30.23
6.26,21,1,5.0,0,0,1,Minivan,cab2,medium,17.52
11.45,1,6,5.0,0,1,1,Minivan,cab1,long,24.74
7.77,19,2,5.0,1,0,3,Quickest,cab2,medium,26.28
4.01,18,2,5.0,1,0,3,BlackSUV,cab2,medium,23.34
14.05,11,0,5.0,0,0,1,BlackSUV,cab1,long,38.21
20.1,21,3,5.0,0,0,1,BlackSUV,cab2,long,46.24
22.91,9,3,5.0,1,0,2,BlackSUV,cab2,long,64.94
28.78,13,0,5.0,0,0,1,Minivan,cab2,long,49.59
2.29,12,1,5.0,0,0,1,BlackSUV,cab1,short,14.41
2.42,0,1,5.0,0,0,1,WaitAndSave,cab1,short,6.05
16.19,5,5,5.0,0,1,1,BlackSUV,cab1,long,41.96
24.82,18,0,5.0,1,0,3,Minivan,cab2,long,73.2
17.23,2,2,5.0,0,0,1,Quickest,cab1,long,26.65
11.59,12,0,5.0,0,0,1,BlackSUV,cab2,long,32.8
16.11,11,1,5.0,0,0,1,Quickest,cab1,long,27.18
15.34,8,2,5.0,1,0,3,Quickest,cab1,long,40.81
28.73,13,4,5.0,0,0,1,Quickest,cab2,long,41.52
3.72,9,5,5.0,1,1,3,BlackSUV,cab2,medium,28.38
16.72,19,1,5.0,1,0,3,WaitAndSave,cab1,long,23.73
9.12,0,6,5.0,0,1,1,BlackSUV,cab1,medium,27.13
0.79,1,6,5.0,0,1,1,BlackSUV,cab1,short,11.47
24.66,4,2,5.0,0,0,1,BlackSUV,cab2,long,58.35
23.07,22,2,5.0,0,0,1,WaitAndSave,cab2,long,21.77
11.4,19,5,5.0,1,1,3,Economy,cab1,long,22.63
7.99,23,2,5.0,0,0,1,Quickest,cab2,medium,16.59
24.86,14,1,5.0,0,0,1,BlackSUV,cab1,long,58.78
29.68,2,3,5.0,0,0,1,BlackSUV,cab2,long,66.06
3.47,3,6,5.0,0,1,1,BlackSUV,cab2,medium,16.74
9.67,10,1,5.0,1,0,3,Economy,cab2,medium,19.48
23.57,0,0,5.0,0,0,1,Economy,cab1,long,27.46
5.71,22,4,5.0,0,0,1,Minivan,cab2,medium,17.24
15.96,14,2,5.0,0,0,1,WaitAndSave,cab2,long,16.02
22.32,14,5,5.0,0,1,1,Quickest,cab1,long,32.86
27.66,23,4,5.0,0,0,1,WaitAndSave,cab1,long,24.74
18.55,16,5,5.0,0,1,1,Quickest,cab2,long,28.24
17.53,15,6,5.0,0,1,1,Quickest,cab2,long,29.17
10.74,1,4,5.0,0,0,1,Minivan,cab1,long,24.24
27.75,17,3,5.0,1,0,3,Quickest,cab2,long,60.02
14.57,14,3,5.0,0,0,1,BlackSUV,cab1,long,36.22
25.9,8,3,5.0,1,0,3,Quickest,cab1,long,46.77
25.03,1,4,5.0,0,0,1,WaitAndSave,cab2,long,23.74
4.79,10,0,5.0,1,0,2,BlackSUV,cab1,medium,31.72
23.78,7,2,5.0,1,0,2,Minivan,cab2,long,75.61
22.13,19,3,5.0,1,0,2,Minivan,cab1,long,69.28
9.78,16,0,5.0,0,0,1,Quickest,cab1,medium,18.18
13.46,19,3,5.0,1,0,3,BlackSUV,cab1,long,57.73
3.6,8,6,5.0,1,1,3,Minivan,cab2,medium,19.69
27.76,1,0,5.0,0,0,1,BlackSUV,cab1,long,60.22
29.99,3,3,5.0,0,0,1,BlackSUV,cab1,long,68.54
15.1,21,1,5.0,0,0,1,WaitAndSave,cab1,long,16.16
1.54,9,6,5.0,1,1,2,WaitAndSave,cab1,short,6.33
19.12,19,3,5.0,1,0,3,Economy,cab2,long,33.03
1.07,2,6,5.0,0,1,1,Economy,cab2,short,5.95
21.38,8,0,5.0,1,0,3,Economy,cab2,long,33.91
13.6,3,1,5.0,0,0,1,BlackSUV,cab2,long,34.29
9.18,13,5,5.0,0,1,1,Minivan,cab2,medium,21.12
10.67,10,6,5.0,1,1,2,Quickest,cab2,long,32.06
20.19,22,3,5.0,0,0,1,Economy,cab2,long,24.07
24.86,23,4,5.0,0,0,1,WaitAndSave,cab2,long,23.45
15.41,6,3,5.0,0,0,1,Minivan,cab1,long,31.34
6.38,17,6,5.0,1,1,2,Minivan,cab1,medium,28.25
19.96,6,0,5.0,0,0,1,WaitAndSave,cab1,long,18.73
11.46,22,1,5.0,0,0,1,Economy,cab2,long,16.2
7.23,8,3,5.0,1,0,2,WaitAndSave,cab1,medium,12.42
28.68,19,1,5.0,1,0,2,BlackSUV,cab2,long,74.78
16.99,5,5,5.0,0,1,1,Economy,cab1,long,21.19
27.34,1,4,5.0,0,0,1,Economy,cab1,long,31.44
26.87,19,5,5.0,1,1,3,WaitAndSave,cab1,long,37.58
9.75,11,0,5.0,0,0,1,BlackSUV,cab1,medium,27.4
12.41,20,4,5.0,1,0,3,Economy,cab1,long,20.46
24.81,15,4,5.0,0,0,1,Quickest,cab1,long,36.76
5.66,16,4,5.0,0,0,1,Economy,cab2,medium,10.15
16.32,6,0,5.0,0,0,1,WaitAndSave,cab2,long,16.7
20.0,10,4,5.0,1,0,3,WaitAndSave,cab2,long,29.6
29.65,5,2,5.0,0,0,1,Economy,cab2,long,34.25
1.56,19,6,5.0,1,1,2,WaitAndSave,cab2,short,7.61
9.03,1,4,5.0,0,0,1,WaitAndSave,cab1,medium,11.15
2.71,19,1,5.0,1,0,3,WaitAndSave,cab1,short,8.04
6.11,7,4,5.0,1,0,3,Minivan,cab1,medium,20.56
16.78,19,6,5.0,1,1,2,Minivan,cab2,long,42.68
28.86,22,1,5.0,0,0,1,Economy,cab1,long,33.77
28.21,19,4,5.0,1,0,3,Quickest,cab2,long,53.22
13.77,1,4,5.0,0,0,1,BlackSUV,cab2,long,37.54
29.55,14,1,5.0,0,0,1,WaitAndSave,cab2,long,26.15
5.66,21,6,5.0,0,1,1,WaitAndSave,cab1,medium,7.97
8.7,2,3,5.0,0,0,1,BlackSUV,cab1,medium,26.36
18.97,14,2,5.0,0,0,1,Minivan,cab2,long,37.73
1.73,20,4,5.0,1,0,2,Quickest,cab1,short,14.73
11.53,14,2,5.0,0,0,1,Minivan,cab2,long,25.88
5.26,18,0,5.0,1,0,3,Minivan,cab2,medium,21.76
24.64,21,3,5.0,0,0,1,BlackSUV,cab1,long,58.61
13.95,17,2,5.0,1,0,3,WaitAndSave,cab2,long,20.87
24.72,12,1,5.0,0,0,1,BlackSUV,cab1,long,57.62
2.01,17,1,5.0,1,0,2,Minivan,cab1,short,15.62
7.64,2,5,5.0,0,1,1,Quickest,cab1,medium,16.13
8.83,5,3,5.0,0,0,1,Economy,cab1,medium,13.84
25.82,18,5,5.0,1,1,3,Minivan,cab2,long,83.3
14.66,1,4,5.0,0,0,1,Minivan,cab1,long,30.45
8.72,15,4,5.0,0,0,1,Minivan,cab2,medium,20.9
12.06,12,3,5.0,0,0,1,BlackSUV,cab1,long,31.83
18.85,11,0,5.0,0,0,1,WaitAndSave,cab1,long,17.64
26.78,17,3,5.0,1,0,3,WaitAndSave,cab1,long,38.81
29.47,16,3,5.0,0,0,1,BlackSUV,cab2,long,66.13
12.69,23,2,5.0,0,0,1,Quickest,cab1,long,22.94
16.75,20,5,5.0,1,1,2,Economy,cab1,long,28.96
19.58,9,6,5.0,1,1,3,BlackSUV,cab2,long,67.96
4.96,6,2,5.0,0,0,1,BlackSUV,cab1,medium,18.99
26.47,18,0,5.0,1,0,3,Quickest,cab2,long,60.87
28.06,9,6,5.0,1,1,2,Economy,cab1,long,44.59
22.78,7,2,5.0,1,0,2,Quickest,cab2,long,52.87
4.14,22,0,5.0,0,0,1,Minivan,cab1,medium,14.81
1.61,7,5,5.0,1,1,3,Quickest,cab1,short,13.97
18.45,13,2,5.0,0,0,1,Minivan,cab1,long,34.84
25.64,1,5,5.0,0,1,1,Quickest,cab2,long,36.58
14.79,19,0,5.0,1,0,2,Quickest,cab2,long,37.32
12.23,22,6,5.0,0,1,1,Economy,cab1,long,17.34
9.59,21,3,5.0,0,0,1,Minivan,cab1,medium,21.87
4.14,5,4,5.0,0,0,1,WaitAndSave,cab2,medium,6.93
14.39,12,0,5.0,0,0,1,BlackSUV,cab1,long,37.5
5.61,3,0,5.0,0,0,1,WaitAndSave,cab2,medium,8.17
3.18,13,6,5.0,0,1,1,BlackSUV,cab1,medium,16.43
17.38,6,2,5.0,0,0,1,BlackSUV,cab1,long,44.23
10.14,1,3,5.0,0,0,1,Quickest,cab1,long,19.43
7.71,21,0,5.0,0,0,1,Quickest,cab1,medium,16.06
2.83,16,3,5.0,0,0,1,Quickest,cab1,short,9.72
4.68,19,3,5.0,1,0,3,WaitAndSave,cab2,medium,9.8
19.22,9,5,5.0,1,1,2,Economy,cab2,long,32.46
24.74,0,4,5.0,0,0,1,Economy,cab2,long,27.84
8.87,20,2,5.0,1,0,2,Economy,cab1,medium,17.26
13.9,13,4,5.0,0,0,1,Minivan,cab2,long,29.12
12.44,4,2,5.0,0,0,1,BlackSUV,cab1,long,32.26
22.32,0,4,5.0,0,0,1,WaitAndSave,cab1,long,21.85
8.08,2,0,5.0,0,0,1,WaitAndSave,cab1,medium,9.93
16.49,16,1,5.0,0,0,1,Economy,cab1,long,21.32
26.55,7,5,5.0,1,1,2,WaitAndSave,cab2,long,33.2
23.98,4,2,5.0,0,0,1,WaitAndSave,cab1,long,22.45
16.69,8,2,5.0,1,0,3,BlackSUV,cab1,long,61.99
8.23,5,1,5.0,0,0,1,Economy,cab1,medium,13.06
24.97,0,6,5.0,0,1,1,Economy,cab2,long,27.61
26.48,3,0,5.0,0,0,1,Economy,cab1,long,30.2
4.89,0,0,5.0,0,0,1,Economy,cab2,medium,9.65
10.71,13,5,5.0,0,1,1,BlackSUV,cab2,long,30.59
9.54,15,4,5.0,0,0,1,Minivan,cab1,medium,22.31
5.84,15,6,5.0,0,1,1,Minivan,cab1,medium,17.13
2.42,1,5,5.0,0,1,1,Quickest,cab2,short,9.31
6.35,13,4,5.0,0,0,1,BlackSUV,cab2,medium,21.52
16.01,9,3,5.0,1,0,3,Economy,cab2,long,24.75
14.17,10,2,5.0,1,0,3,Quickest,cab2,long,39.21
7.04,13,5,5.0,0,1,1,Minivan,cab1,medium,18.33
12.29,17,3,5.0,1,0,3,Minivan,cab2,long,31.68
9.48,0,4,5.0,0,0,1,Quickest,cab1,medium,17.52
27.16,23,6,5.0,0,1,1,Economy,cab1,long,29.49
15.46,16,1,5.0,0,0,1,WaitAndSave,cab2,long,16.2
1.62,14,2,5.0,0,0,1,BlackSUV,cab2,short,13.01
16.47,4,0,5.0,0,0,1,WaitAndSave,cab1,long,17.06
24.11,18,0,5.0,1,0,3,Minivan,cab2,long,71.39
1.85,19,3,5.0,1,0,2,Minivan,cab2,short,14.91
15.46,6,5,5.0,0,1,1,Quickest,cab2,long,26.44
25.65,3,6,5.0,0,1,1,BlackSUV,cab2,long,61.08
11.25,18,1,5.0,1,0,3,WaitAndSave,cab2,long,17.06
24.38,8,0,5.0,1,0,3,Quickest,cab1,long,50.92
12.58,14,4,5.0,0,0,1,Quickest,cab1,long,22.88
6.13,4,6,5.0,0,1,1,Minivan,cab2,medium,17.45
14.94,9,6,5.0,1,1,3,Quickest,cab2,long,32.23
6.2,0,0,5.0,0,0,1,BlackSUV,cab2,medium,21.12
5.94,19,2,5.0,1,0,2,WaitAndSave,cab2,medium,10.79
17.99,13,4,5.0,0,0,1,WaitAndSave,cab2,long,17.57
6.35,3,0,5.0,0,0,1,Minivan,cab1,medium,17.64
27.88,13,2,5.0,0,0,1,WaitAndSave,cab1,long,24.18
27.26,15,0,5.0,0,0,1,WaitAndSave,cab2,long,24.24
25.26,1,6,5.0,0,1,1,WaitAndSave,cab2,long,24.07
6.05,9,4,5.0,1,0,2,Minivan,cab2,medium,26.51
23.25,23,2,5.0,0,0,1,Minivan,cab1,long,43.23
25.39,22,3,5.0,0,0,1,Minivan,cab1,long,47.26
27.93,3,5,5.0,0,1,1,BlackSUV,cab1,long,62.82
29.36,21,4,5.0,0,0,1,Minivan,cab1,long,50.89
13.49,8,0,5.0,1,0,2,Economy,cab1,long,30.01
12.54,16,3,5.0,0,0,1,BlackSUV,cab1,long,34.36
0.74,0,0,5.0,0,0,1,Minivan,cab2,short,9.09
23.33,7,6,5.0,1,1,3,Economy,cab2,long,32.18
16.91,11,0,5.0,0,0,1,WaitAndSave,cab1,long,16.27
26.7,16,5,5.0,0,1,1,Quickest,cab1,long,40.61
23.78,7,1,5.0,1,0,2,Economy,cab1,long,46.15
24.26,6,1,5.0,0,0,1,WaitAndSave,cab2,long,23.0
2.09,14,0,5.0,0,0,1,Economy,cab2,short,6.79
5.74,6,3,5.0,0,0,1,BlackSUV,cab1,medium,21.77
18.21,1,5,5.0,0,1,1,BlackSUV,cab1,long,42.62
25.72,0,0,5.0,0,0,1,Minivan,cab1,long,45.82
18.62,18,4,5.0,1,0,3,WaitAndSave,cab2,long,24.05
5.22,20,5,5.0,1,1,3,Quickest,cab2,medium,16.95
19.95,9,3,5.0,1,0,2,BlackSUV,cab2,long,73.03
27.45,14,5,5.0,0,1,1,Quickest,cab1,long,40.51
2.16,20,1,5.0,1,0,2,WaitAndSave,cab2,short,7.96
17.38,16,2,5.0,0,0,1,Minivan,cab1,long,33.01
7.05,13,1,5.0,0,0,1,WaitAndSave,cab1,medium,9.67
29.41,19,1,5.0,1,0,3,BlackSUV,cab1,long,101.11
21.0,2,2,5.0,0,0,1,WaitAndSave,cab2,long,19.68
21.94,5,3,5.0,0,0,1,Quickest,cab2,long,32.36
25.94,5,4,5.0,0,0,1,Quickest,cab1,long,37.68
14.54,9,3,5.0,1,0,2,Economy,cab2,long,29.59
24.76,13,0,5.0,0,0,1,Economy,cab1,long,28.1
5.55,1,6,5.0,0,1,1,Minivan,cab1,medium,17.14
1.43,5,4,5.0,0,0,1,Minivan,cab2,short,10.53
5.25,4,0,5.0,0,0,1,Minivan,cab2,medium,15.37
4.96,2,1,5.0,0,0,1,Minivan,cab2,medium,15.17
20.65,3,1,5.0,0,0,1,Quickest,cab1,long,30.76
12.15,15,2,5.0,0,0,1,Quickest,cab2,long,22.19
3.2,13,0,5.0,0,0,1,Minivan,cab2,medium,12.5
12.46,23,2,5.0,0,0,1,BlackSUV,cab2,long,32.39
20.83,3,2,5.0,0,0,1,BlackSUV,cab2,long,51.4
14.11,11,3,5.0,0,0,1,Quickest,cab1,long,23.92
16.38,14,5,5.0,0,1,1,Economy,cab2,long,20.53
19.14,20,0,5.0,1,0,2,Quickest,cab1,long,44.67
23.52,11,4,5.0,0,0,1,Quickest,cab1,long,36.65
16.78,15,0,5.0,0,0,1,Minivan,cab2,long,33.84
7.02,15,0,5.0,0,0,1,Minivan,cab2,medium,18.09
18.28,8,2,5.0,1,0,2,Minivan,cab2,long,52.47
2.91,17,0,5.0,1,0,2,Economy,cab2,short,13.71
9.66,20,2,5.0,1,0,2,Minivan,cab1,medium,27.9
8.57,17,4,5.0,1,0,2,Quickest,cab2,medium,23.69
0.66,8,0,5.0,1,0,3,Economy,cab2,short,6.52
27.48,5,4,5.0,0,0,1,BlackSUV,cab2,long,61.73
22.24,21,6,5.0,0,1,1,Quickest,cab1,long,32.94
15.19,22,0,5.0,0,0,1,Quickest,cab1,long,25.28
4.17,1,3,5.0,0,0,1,WaitAndSave,cab1,medium,7.41
18.08,10,4,5.0,1,0,2,Economy,cab1,long,30.88
9.02,15,5,5.0,0,1,1,BlackSUV,cab2,medium,27.05
16.11,21,4,5.0,0,0,1,WaitAndSave,cab2,long,16.36
13.25,10,0,5.0,1,0,2,WaitAndSave,cab1,long,24.28
28.18,12,2,5.0,0,0,1,Economy,cab2,long,31.94
4.5,9,4,5.0,1,0,2,WaitAndSave,cab1,medium,11.76
26.21,11,0,5.0,0,0,1,BlackSUV,cab1,long,59.18
12.57,13,5,5.0,0,1,1,Economy,cab2,long,16.76
15.5,18,3,5.0,1,0,2,WaitAndSave,cab2,long,25.22
8.58,2,3,5.0,0,0,1,WaitAndSave,cab1,medium,10.26
5.26,10,2,5.0,1,0,2,Quickest,cab1,medium,19.46
28.53,15,6,5.0,0,1,1,WaitAndSave,cab1,long,25.43
3.49,0,2,5.0,0,0,1,Minivan,cab1,medium,13.34
29.5,14,1,5.0,0,0,1,BlackSUV,cab2,long,66.26
12.59,12,1,5.0,0,0,1,Minivan,cab2,long,26.88
4.8,0,2,5.0,0,0,1,Economy,cab1,medium,9.17
26.46,4,3,5.0,0,0,1,Quickest,cab2,long,40.15
4.21,3,4,5.0,0,0,1,BlackSUV,cab1,medium,18.65
12.64,1,1,5.0,0,0,1,WaitAndSave,cab2,long,13.88
4.8,3,2,5.0,0,0,1,Minivan,cab1,medium,15.27
14.52,22,3,5.0,0,0,1,Economy,cab2,long,19.14
7.54,12,1,5.0,0,0,1,Economy,cab1,medium,12.02
3.67,22,1,5.0,0,0,1,BlackSUV,cab1,medium,16.5
4.51,1,6,5.0,0,1,1,BlackSUV,cab2,medium,18.53
18.62,10,0,5.0,1,0,2,BlackSUV,cab2,long,61.74
29.14,7,2,5.0,1,0,3,BlackSUV,cab2,long,100.29
19.39,20,0,5.0,1,0,2,Quickest,cab2,long,49.98
21.95,19,2,5.0,1,0,2,Economy,cab1,long,36.22
10.03,9,1,5.0,1,0,2,Quickest,cab1,long,26.26
10.96,5,0,5.0,0,0,1,BlackSUV,cab1,long,30.85
24.45,14,4,5.0,0,0,1,WaitAndSave,cab1,long,21.93
29.75,0,0,5.0,0,0,1,Minivan,cab2,long,50.88
4.93,17,0,5.0,1,0,3,BlackSUV,cab2,medium,30.18
28.77,4,5,5.0,0,1,1,WaitAndSave,cab1,long,26.68
18.94,22,3,5.0,0,0,1,Economy,cab2,long,23.97
11.43,18,5,5.0,1,1,2,Economy,cab1,long,25.14
12.67,12,3,5.0,0,0,1,Economy,cab2,long,16.35
3.44,14,6,5.0,0,1,1,WaitAndSave,cab1,medium,6.59
12.79,12,2,5.0,0,0,1,WaitAndSave,cab1,long,13.67
1.74,19,6,5.0,1,1,3,Quickest,cab1,short,11.69
29.33,2,2,5.0,0,0,1,WaitAndSave,cab2,long,27.38
19.95,13,6,5.0,0,1,1,Minivan,cab1,long,37.85
7.81,11,1,5.0,0,0,1,Quickest,cab1,medium,16.52
28.01,4,1,5.0,0,0,1,WaitAndSave,cab1,long,25.97
22.1,16,5,5.0,0,1,1,Minivan,cab2,long,41.12
22.38,5,3,5.0,0,0,1,WaitAndSave,cab2,long,21.49
9.65,17,3,5.0,1,0,2,Economy,cab2,medium,24.58
12.16,18,1,5.0,1,0,3,BlackSUV,cab1,long,42.26
21.65,19,1,5.0,1,0,2,Minivan,cab2,long,65.29
6.81,1,4,5.0,0,0,1,WaitAndSave,cab2,medium,9.07
18.01,12,6,5.0,0,1,1,WaitAndSave,cab2,long,17.55
13.65,6,6,5.0,0,1,1,Minivan,cab1,long,27.6
7.14,5,2,5.0,0,0,1,BlackSUV,cab1,medium,23.52
13.33,17,4,5.0,1,0,3,Quickest,cab1,long,29.72
20.72,0,2,5.0,0,0,1,BlackSUV,cab1,long,51.53
25.65,9,3,5.0,1,0,2,BlackSUV,cab1,long,84.43
28.96,19,1,5.0,1,0,3,BlackSUV,cab1,long,78.54
26.17,17,0,5.0,1,0,3,Quickest,cab2,long,53.13
5.66,6,2,5.0,0,0,1,WaitAndSave,cab2,medium,8.68
12.72,15,0,5.0,0,0,1,Quickest,cab1,long,21.43
7.94,22,1,5.0,0,0,1,BlackSUV,cab1,medium,25.37
5.39,2,6,5.0,0,1,1,WaitAndSave,cab2,medium,7.84
2.72,8,3,5.0,1,0,3,Minivan,cab1,short,18.06
9.97,7,1,5.0,1,0,2,Economy,cab2,medium,18.43
20.77,20,6,5.0,1,1,2,Quickest,cab1,long,40.34
15.5,20,4,5.0,1,0,3,Economy,cab2,long,30.41
29.71,23,5,5.0,0,1,1,BlackSUV,cab1,long,67.57
5.02,7,1,5.0,1,0,3,WaitAndSave,cab2,medium,10.35
17.4,12,0,5.0,0,0,1,Quickest,cab2,long,27.99
22.34,11,2,5.0,0,0,1,Quickest,cab1,long,33.24
6.07,22,6,5.0,0,1,1,Economy,cab1,medium,10.73
26.25,0,0,5.0,0,0,1,BlackSUV,cab1,long,61.94
20.76,14,4,5.0,0,0,1,BlackSUV,cab2,long,50.26
17.28,16,3,5.0,0,0,1,WaitAndSave,cab1,long,16.55
24.17,6,3,5.0,0,0,1,Quickest,cab1,long,36.22
3.12,0,5,5.0,0,1,1,Quickest,cab2,medium,10.1
17.41,15,3,5.0,0,0,1,Minivan,cab2,long,33.82
3.29,20,3,5.0,1,0,2,Quickest,cab1,medium,17.95
